lyrics,dialect
"    ""مشتاگ الها وبعد ما اصبر تره گلبي ضاع ويمها جيت ادورة يا هواها الماله بالعالم مثيل يا عشگها واول الحب واخره  عراقية عراقية ترست گلبي حنية من تشوفها عيوني المشاعر مو طبيعية  عراقية عراقية تفوز ومية بالمية ماتحتاج اي فلتر وبالصورة حقيقية  على عرش الجمالية هية اتربعت هية حبيبة الگلب ملكة جمال الكرة الارضية  ادللها واداريها بعيوني اخليها اطير وياها للعالي و عل غيمة امشيها  وهية هاية بنت البلد قطعة قطعة من الكبد لو الف الدنيا كلها منها ما الگة ابد  واني ما احتاج الها اي صور ساكنة عيوني وملت حتى النظر من حلاها وكثر ماعدها جمال بالسما المفروض ما يطلع گمر  عراقية عراقية شموخ وكلها شخصية غيرتها ماتتقلد وتبقة النسخة الاصلية  شوفتها ضرورية ضحكتها خرافية ومن عيونها الحلوة هالطاقة الايجابية  على كلشي اقدمها عالم ثاني عالمها اجيها اسرع من الطلقة واظل طول العمر يمها   طيبتها ولا تنمل من تتقارن وية الكل تاخذ مركز الاول ولا محد يزاحمها  وهية هاية بنت البلد قطعة قطعة من الكبد لو الف الدنيا كلها منها ما الگة ابد مقطع نور: اني الرقم الصعب ادخل بسرعة الگلب ودومي الاولى عالعالم لني .. بنت .. كل العرب  واللي يريد عنواني يرفع راسه يلگاني جيران الگمر اني  الحلوة المزيونة ستايل يحبونة بالعشگ مجنونة  اني العراقية بعد""   ",1
   كنتوا بتثوروا دلوقتي بتتمسح  كانوا بيقولوا من امتى ليك لزمه  بالخمسين باكو بنرمي و علجزمة  شهاب فلته فلته فاضي و في زحمة  فكري كان حصن عيشتي كانت حمل  في ناس كانت فاكره ان الانسان كان قرد  كوفيد ايه ده و منين نجيب الرزق  سيب راسي تحفرك على الماده وع القرش  هش هش بتكلم تكتم او برا  لا مش بس ايدي فكري برضوا اتعقم  القعدة بتعيل و الصحبه بتسطر  نشوفك بس قله في الوش و بالمشرط  ضاربين ايه و ديني بتاع نص اجزاخانه  تفرح بالرينبوز افكاركوا المتن***  في الدرك الأسفل عايزينك في الغابة  و ياريت بدون آلة مجرد دون حاله  صب ف صب و باصلي  لما يكون في كاش رازيني  شهاب ورلد وايد نجم افريقي  فتلاقي حريم ماسكه فايدي  لو في فلوس تور رازيني  حسي بفلوس مش حبيني  راسي فوق فكر امريكي  صوتي يترجم لها هزيلي  كنتوا بتثوروا دلوقتي بتتمسح  كانوا بيقولوا من امتى ليك لزمه  بالخمسين باكو بنرمي و علجزمة  شهاب فلته فلته فاضي و في زحمة  فكري كان حصن عيشتي كانت حمل  في ناس كانت فاكره ان الانسان كان قرد  كوفيد ايه ده و منين نجيب الرزق  سيب راسي تحفرك على الماده وع القرش  العزه في النفس  و العيشه في العز  تيجي جنبي انا دايما في ربح  انتوا بالسالب محصلتوش صفر  محصلتوش كسر حتى محصلتوش قرد  العيشه تخاطيفي طاطي  و طول عمري ازميلي بنهم  القوة بانت بس في ارادتي  و تشكر يا رجولة ع الغل  انا كان وشي بالفرحة مطلي  من ناس ماليها الحقد  هنا ناس ايضه تذم ايضه بغل دايره تدن  و ناس كتيره يجي اسطول  فلوس كتيرة عبي بنوك  في قلب الجيهه نبني قصور  صحصح لها فوق لا تفور  مخمخ لها فوق لا تجيلي  و متقولش ازميلي  امريكي الفكر و طول الوقت فاكر ديني  كنتوا بتثوروا دلوقتي بتتمسح  كانوا بيقولوا من امتى ليك لزمه  بالخمسين باكو بنرمي و علجزمة  شهاب فلته فلته فاضي و في زحمة  فكري كان حصن عيشتي كانت حمل  في ناس كانت فاكره ان الانسان كان قرد  كوفيد ايه ده و منين نجيب الرزق  سيب راسي تحفرك على الماده وع القرش ,1
"   Oh-oh-ooh Puerto Rico Republica Dominicana Dímelo Gotay! Amore, ahora, plus jamais tu seras solo, Amore, ahora, plus jamais tu seras solo Si y‘a pas toi, y‘a qui? Y‘a qui? Y‘a qui? Dis moi, y‘a qui? Y‘a qui? Y‘a qui? Mon amour je le donne a qui? A qui? A qui? Dis moi aquí, aquí, aquí Amore, voy ahora, sé que no te gusta estar sola, bailando en la disco tut e descontrolas, rompe si el Dj la menciona. Ella baila solita, ahí ahí ahí, dice que rico el de la isla del coqui, yo soy negrito, ella es blanquita de Raiz. aquí to somos iguales aunque vengas de otro país. Ay ma que rico, tu suavecia. Estoy sudaito, tu estas bien rica, esto es ahora, no hay orita. Sigue hasta abajo, no se me quita. Ay ma que rico, tu suavecia. Estoy sudaito, tu estas bien rica, esto es ahora, no hay orita. Sigue hasta abajo, no se me quita. Amore, ahora, plus jamais tu seras solo, Amore, ahora, plus jamais tu seras solo Si y‘a pas toi, y‘a qui? Y‘a qui? Y‘a qui? Dis moi, y‘a qui? Y‘a qui? Y‘a qui? Mon amour je le donne a qui? A qui? A qui? Dis moi aquí, aquí, aquí On s‘est connu la bas, Tu m‘as aimé alors que j‘avais nada Tu me disais que pour toi j‘étais déjà une star Tu es vraiment la seule qui connait mon histoire et je t'oublirai pas Et moi je t‘oublirai pas Je veux parler a ton papa T'Façon je te lacherai pas Amore, ahora, plus jamais tu seras solo, Amore, ahora, plus jamais tu seras solo Si y‘a pas toi, y‘a qui? Y‘a qui? Y‘a qui? Dis moi, y‘a qui? Y‘a qui? Y‘a qui? Mon amour je le donne a qui? A qui? A qui? Dis moi aquí, aquí, aquí Ma reina, ma reina, oh ma reina, ma rein Ma reina, ma reina, oh ma reina, ma rein Ma reina, ma reina, oh ma reina, ma rein Ma reina, ma reina, oh ma reina, ma rein Ozuna El Negrito Claro Dímelo Gotay! Hay Music Hay Flow ",1
"   Brrrrrr eeeh quiero aprovechar este momento desde el fondo de mi corazón para  decir que me disculpo absolutamente con nadie; nosotros somos los dioses, los  intocables, oite BRRRRRRR. Woo Real hasta la muerte woo oo oo  Los dioses No me llames que estoy en el Bugati, Toas mis p sin perris como Katy Haz una falla y te cobramos el penalty En mi combo regalo cortas de gratis  En el Bugatti o en el Lambo, Andamos toa las matrícula, siempre en la película, tú no nos ves La gastaera es ridícula, tú no nos ves  En el Bugatti o en el Lambo, Andamos con toa la matrícula, siempre en la película, tú no nos ves La gastaera es ridícula, tú no nos ves, eh eh Muchos trabajan pa verme Di que que bajar, me puedo morir cuatro veces, y millo siempre voy a estar, No sé qué pasa yo sigo subiendo, El Bugatti, el Ferro y el Enzo, Ustedes saben ya cabrones no sean mensos Eh  Qué quieres que haga Los dioses salieron aguante la saga, La calle es pa’ hombre, Dime quién tú eres no quién son tus panas, Eh  Con la conexión Colombia, PR, RD, Soy dueño de lo mío un billón Flow Dr. Dre, Yo soy nivel dios, Anuel se quedó preso, yo soy fokin robot, El dinero me enfermó, Yo no tengo gripe , yo lo que tengo es tos, to, tó me llueven tó, tó, Me llevo 100,000 pa’ la ????? pa’ cuando los federales me tiren fotos, Brrrr  Dios mío que Dios me los guarde, Porque en PR yo tengo más poder que el gobernador, y que tolos los alcaldes, Lechón llegó tu navidad y yo tengo la vara, Yo hice que la sociedad Illuminati mirara, Y tú eres un payaso que nunca se pinta la cara, Brrrr  Desde Santurce hasta Cataño en el Bugatti y o en el Lambo  En el Bugatti o en el Lambo,   Andamos con toa la matrícula, siempre en la película, tú no nos ves, La gastaera es ridícula, tú no nos ves,  En el Bugatti o en el Lambo, Andamos con toa la matrícula, siempre en la película, tú no nos ves La gastaera es ridícula, tú no nos ves, En el Bugatti En el Bugatti o en el Lambo  Ok, El terrorismo es estilo Bin Laden, tu tienes Flow yo tengo pales Las babys quieren beber de mi lean, Hey Lo Dioses, los Kings, La plata aquí no tiene fin, Haciendo negocios ya con Carlos Slim, Yeah Déjense ver, No es lo mismo tener a uno querer, Hey, Como un cartel, Los cuernos de chivo te vamo a prender, eh Vestíos de rojo en la Casa eh Papel, Ustedes todos saben mi nivel, Flow Jhon Cena no me pueden ver    Dicen que fulano de tal no tiene que hablar mierda pa’ pegar todas sus  canciones, Pues yo sí, Así que cáguense en su madre con tó y opiniones, Yo ni quería cantar, ya me iba a retirar, Pero es momento perfecto pa virar, Hacía falta algo controversial, Hay un vacío sin mi, que no se va a llenar, De espalda me pueden apuñalar, Los números los pueden manipular,   Pero estoy bukiao por dos años un concierto mío ahora mismo ni se puede  bukiar, El dinero no es fiel, yo no soy Abel, Yo vivo en guerra con Lucifer,   Y si vuelvo preso, la historia repite to’el mundo va a estar gritando Free  Anuel, De Carolina a Bayamón,  En el Bugatti o en el Lambo,   Andamos con toa la matrícula, siempre en la película, cabrón tú no nos ves La gastaera es ridícula, cabrón tú no nos ves,  En el Bugatti o en el Lambo,   Andamos con toa la matrícula, siempre en la película, cabrón tú no nos ves La gastaera es ridícula, cabrón tú no nos ves, Brrrrrr Real hasta la muerte, Ah Mera dime Ozuna Los Dioses oite cabrón Ustedes se creen que nosotros somos humanos? Brrrrrr Ah Los Reyes y Los Dioses del Trap ",1
 Akram Mag - 3idyani | عدياني Lyrics|Parole   عدياني  عييت mguardi سواري و حاضي من الغريب نتݣطع ما يجيبو خباري حتى جات ضربة القريب  كي جيت نعلي قصولي جناحي و هايا وانا حداهم حطيت سلاحي و هايا  يا اللي ليا يا اللي ايا العديان en cache يا اللي ليا يا اللي ليا جوني face الغدر علاش  هاي اللي حسبتو غالي و هو دايرني عدو سنين عليه نكالي و هو الغدرة في دمو  كي جيت نعلي قصولي جناحي و هايا و هايا وانا حداهم حطيت سلاحي و هايا  يا اللي ليا يا اللي ايا العديان en cache يا اللي ليا يا اللي ليا جوني face الغدر علاش  كيف الحوتة برا البحر و ها يما مع حبابي ما عندي زهر و ها محايني انا عليهم نعطي بالعمر و هوما يحفرولي في قبر و ها يمااا  يا اللي ليا يا اللي ايا العديان en cache يا اللي ليا يا اللي ليا جوني face الغدر علاش ,1
  يرحم بن خلدون كى زمان قال هونى وافق او نافق او غير لمكان هونى قوم المزمار قوم البندير تعيش معاهم يا حبيبى sur تحير هونى بلاد تكنبيس الشاوش اقوى من الرئيس لعباد هونى غلبت بليس والغالى عنا يتباع ارخيص الضالم عنا مضلوم مدام يهون مدام يروم واعلاش نحكى ونلوم وسلامى لشعب المحروم بلاد الخر طر حتى شى مايسر عيشة فيها مر الفار على السيد يكر حياتنا والله سلاطة مايعيش كان لبلاطة يا عشاق البندير لا لا لالالا لا مرحبا فى بلاد الحضارة لا لا لالالالا وجوه بلاطة عقلية قذارة ,1
   في ضلام اليل بين السماء و نجوم صاحي و طار النوم تمنية ليلي ايطول ما يوفاش يوم اورا يوم كبرنا زادو لهموم حرنا والكاس ايدور ما تملاش عرفنا برش اصحاب اما قليل الصافين وااللي قلنا اخواة باعونا في رمشة عين برشة تقميرات ما صابوشي غالطين نحارب كي pirates في عالم منافقين شافو فيا كان الخايب في وجهي ضحكولي ذمو كان كي انا غايب دنيا في عينيك شفت الضلم أو شفت مصايب والناس ايلزوك تتبدل و تولي خايب في ضلام اليل بين السماء و نجوم صاحي و طار النوم تمنية ليلي ايطول ما يوفاش يوم اورا يوم كبرنا زادو لهموم حرنا والكاس ايدور ما تملاش  وانا ما تبدلت علاش الناس ادوانت سمعت او ما عدلت شفت اوجوهم بانت يزي فك عليا توة بقلة ثمة اصحاب في وجهك يضحكلك والقلب اكحل كالغراب نساو لي هي توفا واخرتها قطنة وتراب من بعيد ايلمعو كيف قربنا طلعو سراب كيف بعدنا كلانا الهف قلبي لي نكويه نستاهل نعطيف الكف ديما حاصل فاهم وانا لي لاعبها مهف اعلا زوز فرنك ايبيعو العرض ايبيعو الشرف وانا ما تبدلت علاش الناس ادوانت سمعت او ما عدلت شفت اوجوهم بانت  في ضلام اليل بين السماء و نجوم صاحي و طار النوم تمنية ليلي ايطول ما يوفاش يوم اورا يوم كبرنا زادو لهموم حرنا والكاس ايدور ما تملاش,1
 يامالي عليا نظري حرام لغيرك نلتفت أنا يا ملي عليا أنظري حياتي في بعدك تمت مش حياة يامالي عليا نظري حرام لغيرك نلتفت أنا يا ملي عليا أنظري حياتي في بعدك تمت مش حياة أنا حبيتك وعمري مانسيتك أما انتي لنسيتني جهدي وعطيتك في عيني حطيتك أما انتي بكيتني وحدي ستنيتك حولت ورضيتك بظهرك عطيتني بعمري وديتك ورايا مارميتك علاه جامي شريتني حكينا مفهمتش المعنى صعيبة زيد ديمة توجعنا برشا حبينا ودعنا برشا نصحونا مسمعنا مشينا علاش ديمة ترجعنا حزينة عينينا دمعنا الكره لي فينا ضيعنا دفناها أحلمنا تشيعنا ويلي ياولي ياويل فين حبو كان ويلي ياولي ياويل في قلبي بركان ويلي ياولي ياويل صبرني النسيان ويلي ياولي ياويل يادنيا أمااان مشينا ودعتك غريتني كسمعتك علاش ترجعني ضعت وضعيتك بعيني شيعتك وظلمك وجعني الماضي لنسيتو انا جرحي خبيتو وشكون لنفعني كلامي وحكيتو معاك صبري ووفيتو زيد حد مشجاعني غنيتلك محسيت ألحاني وشكون يطفي نيراني وانتي لعاملة بلعاني وأنا لزماني وراني هربت ومحبيت تراني وحدي من بعدك نعاني وحرام بساهل تنساني وأنا لفراقك بكاني حرام عليكي تبكي العين قلب مبسوط أما حزين مراني سنين وأنا في نفس الحال من قسوة مرارك المر يزيد مزال حرام عليكي تبكي العين قلب مبسوط أما حزين مراني سنين وأنا في نفس الحال من قسوة مرارك المر يزيد مزال يامالي عليا نظري حرام لغيرك نلتفت أنا يا ملي عليا أنظري حياتي في بعدك تمت مش حياة يامالي عليا نظري حرام لغيرك نلتفت أنا يا ملي عليا أنظري حياتي في بعدك تمت مش حياة ,1
  قعدة زينة سلعة بنينة شكون لباري متغرينا كوكينا صولو بري كاسح في بري شوطنكم انا نقري منهم متبري في سمايا نطير بعيد  يا يما ماني وليدك ودوايا فيدك متخافي ومعنا الله ولد مرا ورجلة عيبا تتقاس بجيبك نصيب ومجريت وراه   ما غيبنا ليلا و ورانا عيلة وقسمنا لفاما لمتنا فتيلة بشرنا جميلة ولاد أصل وهما وعمري منسيت لغدر ولعدويا ماضي تظهر تهنا وتزهالي يدللي وكان فميلتي لراس مالي بخلاف رضاك أنا شبقالي في دنيا هذيا يا يما ماني وليدك ودوايا فيدك متخافي ومعنا الله ولد مرا ورجلة عيبا تتقاس بجيبك نصيب ومجريت وراه  خدمة نهار وليل شاقي ولمحتاج حرمة نعيش ذليل نفارع في لمواج ياشمع ما تسيل لا لا متطفاش جبنا لغة مجيناش يدينا فاضية متفرحني كان أمي كتبداء راضية قلمي كارح يتقبح وحروفو لماضية نحب ناس و الخرشي لنعطيه بالقاضية متملح ومكلح كلمخاخهم فاضية مصلح ونصلح بعد لتجيك ضربة خطيا عملنا الرجلة معاهم طلعو ملا واطية ملا واطية يا يما ماني وليدك ودوايا فيدك متخافي ومعنا الله ولد مرا ورجلة عيبا تتقاس بجيبك نصيب ومجريت وراه يا يما ماني وليدك ودوايا فيدك متخافي ومعنا الله ولد مرا ورجلة عيبا تتقاس بجيبك نصيب ,1
 سترنا ربي و منعنا موش ساهل موش ساهل موش ساهل بش تحشيه معانا نستاهل نستاهل نستاهل حساد ومنهم دعنا موش ساهل موش ساهل موش ساهل بش تحشيه معانا نستاهل نستاهل نستاهل حساد ومنهم دعنا موش ساهل موش ساهل موش ساهل بش تحشيه معانا نستاهل نستاهل نستاهل حساد ومنهم دعنا يااه اااه اووووووه اش تقدوووه حشا خليقة ربي بزوز وجووووه تزغلل عيني وخدي صعيب يبلووه وكان قلبي يلوي لعصى في يدي تو نلعن بووه .Blingos موش الطيب جعبة نطلع درجة يزيدو الاعداء كي نرابي نقلب الدنيا وكي نتعب نقلب الصعدة . 100 خبيلة 200 حيلة تراني كان فالحليلة عنا كان الحالة حلوة معناش الحالة حليلة نجيك وين انتي ساقي طويلة زروسي تعضك كيما البيلا نرمي روحي نبات انحارب ومنارميش المنديلة  سترنا ربي و منعنا موش ساهل موش ساهل موش ساهل بش تحشيه معانا نستاهل نستاهل نستاهل حساد ومنهم دعنا موش ساهل موش ساهل موش ساهل بش تحشيه معانا نستاهل نستاهل نستاهل حساد ومنهم دعنا موش ساهل موش ساهل موش ساهل بش تحشيه معانا نستاهل نستاهل نستاهل حساد ومنهم دعنا Yeah وأنا لي كنت لاهي موش ساهي وراني لا جيت لا طامع لا شاهي انا جبتني ساقي دهداهي ولساني لول فالشيفاهي جيت ماللوطا جيت مالقاعة فارغ قلبي شقف و قاعة ماللي بديت نتسمع ولد الزرقة عمل لبدع كان خيالي طلع بدع منشعلش صوابعي شمع انا نمشي كان بمخي نعفس قلبي كان طمع كان بطيت منيش بخلي اما زهري شد frain هاك تشوف عريبة لي دوانت معادش تروف عشرة لي هانت و مشات طروف احنا لي بالخفة بعنا الصوف هاك تشوف  سترنا ربي و منعنا موش ساهل موش ساهل موش ساهل بش تحشيه معانا نستاهل نستاهل نستاهل حساد ومنهم دعنا موش ساهل موش ساهل موش ساهل بش تحشيه معانا نستاهل نستاهل نستاهل حساد ومنهم دعنا موش ساهل موش ساهل موش ساهل بش تحشيه معانا نستاهل نستاهل نستاهل حساد ومنهم دعنا  ,1
" Allez Dj Hamida Cheb Bello Maestro Meknessi Style Sunshine  [Cheb Bello] Ah ah ndirou programme Ah w m3aya ma femme Ah ah nebdouha fi resteau Ah ah nkemlouha gosto  Sawri w et'sawri, katri les storys Bayna placet'na, calme w wahedna Sawri w et'sawri, katri les storys Bayna placet'na  Elila ndirou hela Ah ya lella Elila ndirou hela Oh daba ma tebtich Elila ndirou hela Ah semouk ma tekarhich Elila ndirou hela Aherzi ma tdjich  Elila ndirou hela Ah ya lella Elila ndirou hela Oh daba ma tebtich Elila ndirou hela Ah semouk ma tekarhich Elila ndirou hela Aherzi ma tdjich  [Cheb Bello] Ah ah ndirou programme Ah w m3aya ma femme Ah ah nebdouha fi resteau Ah ah nkemlouha gosto  Zarga wella la blonde Spaña w Thailand Nhawsou par bateau Fel b'har nbatou Zarga wella la blonde Spaña w Thailand Nhawsou par bateau Fel b'har nbatou  Elila ndirou hela Ah ya lella Elila ndirou hela Oh daba ma tebtich Elila ndirou hela Ah semouk ma tekarhich Elila ndirou hela Aherzi ma tdjich    ",1
 يا نسمه هز جوابي ڤوللها ما تنساش يا فرحه دڤي بابي مع غيرك ما تحلاش ياطفله راني شاري مش نحكي لعب ذراري وڤتاش تشوفي حالي بالله روفي عليا Ooooh ooooh ooooh بالله وصيها Ooooh ooooh ooh وعلى إيديا مربيها  شحال من مغروم سهران الليل يعاني ماجاه النوم في يديه الكاس وحداني و علاش نلوم يا بنية شوفي حالي عليا ما تهون راني نريدك في حلالي Ooooh ooooh ooooh بالله وصيها Ooooh ooooh ooh و على إيديا مربيها يا عشيرتي ما تدريشي من بعدك واش جرالي دارو عليا الشماته خلوني راني فحالي ملڤيت لشكون نحكي همي والشكوى لربي العالي نكتبها ونغنيها توحشتك يلي فبالي نكتبها ونغنيها توحشتك يلي فبالي Ooooh ooooh ooooh بالله وصيها Ooooh ooooh ooh وعلى إيديا مربيها ,1
  Daly Taliani & Didine Canon 16 - Tomorrow ديمة في البال قلوب مريضة فقر وميزار ودمعة فيضة ديرو لهبال بحال وبحال وياااا ديمة في البال نعيشو لماردا بغينا لحل وجنة واردة ديمة فيدال بحال بحال ويااا هزولي همومي والعيشة ماردة صحبا خوانا وقلبوها باردة ساهر في ليلي وفكاري شاردة ويااا ساهر في ليلي ليلي ليلي يالخوانة مشيت لغيري ساهر في ليلي ليلي ليلي ويااا صحبة خاينة مخبيا قلبو مطينة رجلة كاينة صحاب المصالح بالماسك ماهي مبينة نا يلي مخلي نا وما شكون زارني في ضيقي وحبا الغربة صعيبة يما والله نقا م تيري تيري عصبابة تيري باعوني مشاو لغيري والله طلعو زيرو زيرو عدياني طلعو زيرو وعدياني يغيرو مني و الله نجبد فردي نتيري عليهم وعه انتي لكنتي في قلبي مالك م خنتيني وعش جيتي للكش م طلعتي طفلة فيك صافي درتني في راسك وأنا كالموت طافي مكانش لتفكرش مدوك أفي هي بتخط مونكا .... صاحبي ليزوم أوكاين جديد لبون من اليوم ما تي مورو واواواواو تي مورو عيشتونا في محية وكتبتو علينا بزاف حشيتوهلنا زمان النية هرب الغول اجيا تخاف ياك حنا الحرامية م شكون ناس مح بارود البندقية وعدويا في سيب طاح راهي ليكم ديرو فيها رايكم صافي ديزاني ملي نسيتها راهي ليكم ديرو فيها رايكم كلي أنا مربيتها صاحبي ليزوم أوكاين جديد لبون من اليوم ما تي مورو واواواواو تي مورو لجو ترافيك مقودة فريك تينيك لموند مدنو ما تي مورو واواواواو تي مورو شكون جنبي غيرك يما شكون جنبي وينك زهري شكون جنبي غيرك يما شكون جنبي وينك زهري شكون جنبي غيرك يما شكون جنبي غيرك يما شكون جنبي غيرك يما ديمة في البال قلوب مريضة فقر وميزار ودمعة فيضة ديرو لهبال بحال وبحال وياااا ديمة في البال نعيشو لماردا بغينا لحل وجنة واردة ديمة فيدال بحال بحال ويااا هزولي همومي والعيشة ماردة صحبا خوانا وقلبوها باردة ساهر في ليلي وفكاري شاردة ويااا ساهر في ليلي ليلي ليلي يالخوانة مشيت لغيري ساهر في ليلي ليلي ليلي ويااا شكون جنبي غيرك يما شكون جنبي وينك زهري ,1
  بايع و شاري رابح في خطاري مركيت نهاري تعرف اخباري  مصبح و ساري مطفي في ناري مانيش قاري و خليت أخباري  حياتي كل نهار نعيشو نشوفو في trip في راسي خنار يهبل 200 طبيب نحكي كل bar مالقلب و خليني deep نوم الكل طار and i dont wanna sleep وقت الكل ضاع ويني سوايعي نهج كل شبع من شبايعي فني كل طمع ديما فرايعي قلي شكون طمع مش طبايعي   money x4 power ghorba homie hani houni mtawel meme si makhatfetech kol youm nhawel chkoun li hass b halek ego a par lkhale9 houma wa9t lghasra chkoun b9alek vasy nahi lmask w efrech l cwaret njib fel money cash m3a lemarek yhebouk mwaret wallah chay ymaredh  mta3 lehwem connexion j'ai des connaisances résistance je puits dans l'essence nik l'evolution et fiston ... blech piston musique investissement nik les déguisements real je rap jusqu'a l'epuition ... c'est la crise ychofou fina statistique mas2oul bel3ou ganout fi club de c'est la street barcha khbebel b3id 3al show-biz sc ala castro masterpiece  حياتي كل نهار نعيشو نشوفو في trip  في راسي خنار يهبل 200 طبيب  نحكي كل bar مالقلب و خليني deep  نوم الكل طار and i dont wanna sleep  وقت الكل ضاع ويني سوايعي  نهج كل شبع من شبايعي  فني كل طمع ديما فرايعي  قلي شكون طمع مش طبايعي  ناس تعيش و ناس تموت مترجعليش كي يفوت الفوت ساهل و صعيب يا تصيب يا تخيب أنتج و جيب فحج الغريب و عبي القوت معنديش في مخي فكرة الانتحار في بصمة نخلي قاصد ربي في سبيل ايمار راسي كي الحجرة ديما نعيش عكس الطيار يمكن بالفطرة ولا ملي ريناه و أحنا صغار من زك الطبعة للمطار موش أحنا لي عملنا العار أحنا السكة و القطار   كيما نلقي حتي بار نعيش و نعيش ليسار و ماك تعرفني مانيش غدار كي العباد بلاش مبقطة investina في رواحنا أفكار في مخاخ ذهب مرقدة خلصنا الكرز وعبثنا بالمخاخ لمعقدة نعاود الفيلم أما ما نعاودش اللقطة  بايع و شاري  رابح في خطاري  مركيت نهاري  تعرف اخباري  مصبح و ساري  مطفي في ناري  مانيش قاري  و خليت أخباري  حياتي كل نهار نعيشو نشوفو في trip  في راسي خنار يهبل 200 طبيب  نحكي كل bar مالقلب و خليني deep  نوم الكل طار and i dont wanna sleep  ,1
 خليني لاهي بأموري ماتحسسنيش لنجم ناقف عليكم مايضهرليش مخي في راسي و عينيكم ماتعطلنيش ما تعرفنيش ما تحكيليش نهارت لي طاحت بينا مالقيناش دينار حبو يدزونا مربوطين قدام قطار موش أحنا جينا بكري أنتوما لي Retard ساقين فالجنة و ساقين فالنار موش مني انا نعيش في لقطة ماتوفاش والي خلانا رجع يفركس مالقاناش ناوين الخير وماذابيك ماتبربشناش حياتك نقلبها ماتعبناش كي ظاقت بينا عمرنا مانقمنا عالناس كي فاقو بينا رجلة قالو موش لباس بلكيف نسينا وكي لازم قصينا الراس شكون لي مرسكي شكون لي قاسي لي كرهنا لتوا في حيط داخلين يحب يرانا الحيط تكسر وقت لي دخلنا فيه بترانا فوسط المستنقع موش ناوي بعبص جرانا والي هملنا في بالو قرانا قعدنا على قلوب الي حبونا مردومين يتبع في زبي وموش عارف مرتو فين موش انا ظالم انتوما رواحكم ظالمين متجوش لواحد لي على عشرين خليني لاهي بأموري ماتحسسنيش لانجم ناقف عليكم مايضهرليش مخي في راسي و عينيكم ماتعطلنيش ما تعرفنيش ما تحكيليش نهارت لي طاحت بينا مالقيناش دينار حبو يدزونا مربوطين قدام قطار موش أحنا جينا بكري أنتوما لي روتار ساقين فالجنة و ساقين فالنار ماتفاهمناش موش مشكل ماتفاهمناش حقيقة و حلمة وسوايعي ماهمش بلاش كبرنا قلوبنا بنو فاها حيوطهم بلاش لي جرو علينا كي طرنا فلاش قالو حبينا وقت الي قلوبهم رضات جراو علينا وقت الي دنيتنا عطات لامو علينا كي جروحنا منهم برات دارو بينا طلعو سقات وقت الي تعبنا سعينا جرينا ماكانوش سمنا الدورو لين بضعفو ماريتوش مشكل حليتو وقت الي ماحللتوش لامو علينا كي ماداموش بقينا كيما أحنا وقت الي غيرهم ولاو رجعو بقلوبهم في ايداهم كي الصفحة طواو قدمنا برشا وقت الي سبو نواو مزلنا أحنا بلي تسماو خليني لاهي بأموري ماتحسسنيش لانجم ناقف عليكم مايضهرليش مخي في راسي و عينيكم ماتعطلنيش ما تعرفنيش ما تحكيليش نهارت لي طاحت بينا مالقيناش دينار حبو يدزونا مربوطين قدام قطار موش أحنا جينا بكري أنتوما لي روتار ساقين فالجنة و ساقين فالنار ,1
