Lyrics,Dialect,Artist,Song
"خجولا أطل وراء الجبال .. وجفن الدجى حوله يسهرورقراق ذاك العظيم على شاطئيه ارتمى اللحن والمزهروفي موجه يستحم الخلودُ.. وفي غوره ترسب الأعصر
خشوعا أطل كطيف نبي.. وفي السفح أغنية تزهرتوقعها رعشات الغصون.. يصلى لها ليلنا الأسمرعلى الربوات استهام العبير.. تعرى الجمال شدا الوتر
وشقراء من عرصات الضباب.. يعب السنا طرفها الأحورلقد ظمئت روحها للضياء .. وفي بلدتي أكوس تسكروقلبها مل ليالي الضباب .. وفي ليلنا أنجم تنشرتسائلني حلوة اللفتات .. ومن شفتيها الشدى يقطر
أفي مرجكم تولد البسمات.. أفي ليلكم قمر أحمر؟؟ورقراق موجاته أغنيات .. امن سحره تنبع الأنهر؟وعزةُ هامات هذى الجبال.. أفي صخرها يرقد القدر؟؟وهذي المرعى الخصاب اللوحي في ارضكم معبد أخضر؟
تسائلني حلوة الوجنتين .. يسائلني طرفها الأحوروفي السفح تاه عبير الأماسي .. وفي أفقنا يسهر القمر",0,عبد الرفيع جواهري,القمر الاحمر
"شـافوني الناس بالصنارهدازو وقالو لي مبروكظنوني صياد امهارهونا القصيبة في يدي شوكأيامي ياناس مشات خسارهو الحب اللي كـان ولى مشروك
القصيبة عـــــندي وسيلةتنسي لي كل ما فاتننسى بهــــــا ليال طويـلةمرت من قدامي ومشاتوضاعت ما بين يوم وليلةضاعت وبقيت ذكريـات
ومشيت للبحر نشكي لوومشيت بعدمــا لحباب خانو بيوليت كل يوم انجي لووليت القصيبه عشيرتي في يديما بقي لي للي نشكي لو
يمكن لمواج بحال أياميأيامي ياناس مشات خسارهو الحب للي كان وللى مشروك",0,فتح الله المغاري,الصنارة
"كن عل بال كويتيني كية ماكانت لي فالبالعقلي مازال تحت التأثير يگول لي جرا لي موحالاويلي اويلي ماكان ايصدق من نظرة وحدة يتغير الحالودقت قلبي كتسألني واش فهمتني ولا مازال
صافي هو ماشي غيرو هواه هواه من النوع القتالصافي هو ماشي غيرو هواه هواه من النوع القتالصافي هو ماشي غيرو هواه هواه من النوع القتالصافي هو ماشي غيرو هواه هواه من النوع القتال
تعالى تعالى، تعالى تعالى نبداو العشرةخطوة خطوة ويدي فيديكتعالى تعالى، تعالى تعالى نبداو العشرةخطوة خطوة ويدي فيديكتعالى تعالى، تعالى تعالى نبداو العشرةخطوة خطوة ويدي فيديككون عل بال كنترجاك اياك تخيب ظني فيكاوايلي اوايلي ماكان ايصدق من نظرة وحدةاوايلي اوايلي ماكان ايصدق من نظرة وحدةاوايلي اوايلي يتغير الحالاوايلي اوايلي يتغير الحال
سحرتيني وخليتيني، سحرتيني وخليتينيسحرتيني وخليتيني كنصبح ونمسي بيكوعيني تحلف ماشافت زين بحال الزين لي فيكسحرتيني وخليتيني، سحرتيني وخليتينيسحرتيني وخليتيني كنصبح ونمسي بيكوعيني تحلف ماشافت زين بحال الزين لي فيك
سأل عيوني يا عيوني سال عيوني يا عيونيسال عيوني ياعيوني وقول الله يكون فعونيقلبي ماشي بالصدفة دابسأل عيوني يا عيوني سال عيوني يا عيونيسال عيوني ياعيوني وقول الله يكون فعونيقلبي ماشي بالصدفة داب
قادر من اجلك يقطع لبحور ويقطع لحبالتعالى تعالى تعالى نبداو العشرةخطوة خطوة ويدي فيديك تعالى تعالىكةن عل بال كنترجاك اياك تخيب ظني فيكاوايلي اوايلي ماكان ايصدقمن نظرة وحدة يتغير الحالاوايلي اوايلي ماكان ايصدقمن نظرة وحدة يتغير الحال
صون الامانة وتهلا، قلبي امانة بين يديكراه لگا مورادو وعرف بلي ماعندو لاين عليكصون الامانة وتهلا، قلبي امانة بين يديكراه لگا مورادو وعرف بلي ماعندو لاين عليكوعاشق وعندو يقين باش ما آمرتي ياتيكراه لگا مورادو وعرف بلي ماعندو لاين عليكوعاشق وعندو يقين باش ما آمرتي ياتيك
كن عل بال ماكاين علاش نحتاج نرغبك او نوصيكوايلا بغيتي تقضي عليا، بغيني كيف انا تنبغيككن عل بال ماكاين علاش نحتاج نرغبك او نوصيكوايلا بغيتي تقضي عليا، بغيني كيف انا تنبغيك
تعالى تعالى، تعالى تعالى تعالى ، نبداو العشرةخطوة خطوة ويدي فيديك تعالى تعالىتعالى تعالى، تعالى تعالى تعالى ، نبداو العشرةخطوة خطوة ويدي فيديك تعالى تعالى
كن عل بال كنترجاك اياك تخيب ظني فيكاوايلي اوايلي ماكان ايصدقاوايلي اوايلي من نظرة وحدة يتغير الحالاوايلي اوايلي ماكان ايصدقاوايلي اوايلي من نظرة وحدة يتغير الحال",0,علي الحداني,كن على بال
"انا ديني دين اللهانا عليا حجاب اللهانا ديني دين اللهانا عليا حجاب اللهانا عيني ميزانيونتينا لحبيبة ديالي يا لالةنتينا لحبيبة ديالي يا لالة
انا ديني دين اللهانا عليا حجاب اللهانا ديني دين اللهانا عليا حجاب اللهانا عيني ميزانيونتينا لحبيبة ديالي يا لالةنتينا لحبيبة ديالي يا لالة
يا والله ما ندمميا والله ما ندممولا نرد لقلبيولا نرد لقلبينخلي لهموم تتصرفنخلي لهموم تتصرفدابا يفرج ربي آ لالةدابا يفرج ربي آ لالة
انا ديني دين اللهانا عليا حجاب اللهانا ديني دين اللهانا عليا حجاب اللهانا عيني ميزانيونتينا لحبيبة ديالي يا لالةنتينا لحبيبة ديالي يا لالة
يا والله ما ندمميا والله ما ندممولا نرد لقلبيولا نرد لقلبينخلي لهموم تتصرفنخلي لهموم تتصرفدابا يفرج ربي آ لالةدابا يفرج ربي آ لالة
انا ديني دين اللهانا عليا حجاب اللهانا ديني دين اللهانا عليا حجاب اللهانا عيني ميزانيونتينا لحبيبة ديالي يا لالةنتينا لحبيبة ديالي يا لالة
والله لا بدلتكوالله لا بدلتكولا نوالف غيركولا نوالف غيرلا جات من عندكالا جات من عندكالله يكتر خيركالله يكتر خيرك آ لالة
انا ديني دين اللهانا عليا حجاب اللهانا ديني دين اللهانا عليا حجاب اللهانا عيني ميزانيونتينا لحبيبة ديالي يا لالةنتينا لحبيبة ديالي يا لالة
والله لا بدلتكوالله لا بدلتكولا نوالف غيركولا نوالف غيرلا جات من عندكالا جات من عندكالله يكتر خيركالله يكتر خيرك آ لالة
انا ديني دين اللهانا عليا حجاب اللهانا ديني دين اللهانا عليا حجاب اللهانا عيني ميزانيونتينا لحبيبة ديالي يا لالةنتينا لحبيبة ديالي يا لالة",0,تراث مغربي,أنا ديني دين الله
"كون معايا يا غيات كون معاياكون معايا يا غيات كون معاياكون معايا يا غيات كون معاياكون معايا يا غيات كون معايا
فالحوب تغدرت ومي لالة خاني لحبيب وخانيفالحوب تغدرت ومي لالة خاني لحبيب وخانيفالحوب تغدرت ومي لالة خاني لحبيب وخانيفالحوب تغدرت ومي لالة خاني لحبيب وخاني
كون معايا يا غيات كون معاياكون معايا يا غيات كون معاياكون معايا يا غيات كون معاياكون معايا يا غيات كون معايا
وراني فمصايب وحيلة وگلبي كلو كياتكون معايا يا غيات كون معاياكون معايا يا غيات كون معاياكون معايا يا غيات كون معايا
كون معايا يا غيات كون معاياكون معايا يا غيات كون معاياكون معايا يا غيات كون معاياكون معايا يا غيات كون معايا
وراني فمصايب وحيلة وگلبي كلو كياتكون معايا يا غيات كون معاياكون معايا يا غيات كون معاياكون معايا يا غيات كون معايا
فالحوب تغدرت ومي لالة خاني لحبيب وخانيفالحوب تغدرت ومي لالة خاني لحبيب وخانيكون معايا يا غيات كون معاياكون معايا يا غيات كون معاياكون معايا يا غيات كون معايا
فالحوب تغدرت ومي لالة خاني لحبيب وخانيفالحوب تغدرت ومي لالة خاني لحبيب وخانيكون معايا يا غيات كون معاياكون معايا يا غيات كون معاياكون معايا يا غيات كون معايا
وراني فمصايب وحيلة وگلبي كلو كياتكون معايا يا غيات كون معاياكون معايا يا غيات كون معاياكون معايا يا غيات كون معايا
ماحيلتي نسكت ماحيلتي نندب ونصيحماحيلتي للصمت ماحيلتي نبات ومانصبحماحيلتي نسكت ماحيلتي نندب ونصيحماحيلتي للصمت ماحيلتي نبات ومانصبحولوكان لقيت ولوكان صبت لارض تفتح وترابها غطانيماحيلتي نسكت ماحيلتي نندب ونصيحماحيلتي للصمت ماحيلتي نبات ومانصبحماحيلتي نسكت ماحيلتي نندب ونصيحماحيلتي للصمت ماحيلتي نبات ومانصبحولوكان لقيت ولوكان صبت لارض تفتح وترابها غطانيولاربي خلاني ،اليوم تصدمت امي لالة لا حيلة ولا حل لداتياليوم تصدمت امي لالة لا حيلة ولا حل لداتياليوم تصدمت امي لالة لا حيلة ولا حل لداتياليوم تصدمت امي لالة لا حيلة ولا حل لداتي
كون معايا يا غيات كون معاياكون معايا يا غيات كون معاياكون معايا يا غيات كون معاياكون معايا يا غيات كون معايا
وراني فمصايب وحيلة وگلبي كلو كياتكون معايا يا غيات كون معاياكون معايا يا غيات كون معاياكون معايا يا غيات كون معايا
وراني فمصايب وحيلة وگلبي كلو كياتكون معايا يا غيات كون معاياكون معايا يا غيات كون معاياكون معايا يا غيات كون معايا
حرتت النية وجنيت لعداب والهم والخدعوحر الكية وسم لغدر فالقلب يقطعحرتت النية وجنيت لعداب والهم والخدعوحر الكية وسم لغدر فالقلب يقطعولي ماعمرني نويت يجرا ليا ولا نويتو يوقعهاني فمحانو هانيحرتت النية وجنيت لعداب والهم والخدعوحر الكية وسم لغدر فالقلب يقطعحرتت النية وجنيت لعداب والهم والخدعوحر الكية وسم لغدر فالقلب يقطعولي ماعمرني نويت يجرا ليا ولا نويتو يوقعهاني فمحانو هانيكل يوم نقاسي ونعانيواليوم تقهرت ومي لالة واش ينسيني
واليوم تقهرت ومي لالة واش ينسيني فمصابيوالكية تيبقا فالدات علالةتيبقا فالدات علالةسلمت بحسبي وعطيت راسي للي من والاعطيت راسي للي من والاوالكية تيبقا فالدات علالةتيبقا فالدات علالةسلمت بحسبي وعطيت راسي للي من والاعطيت راسي للي من والاوطلقت شعوري هزيت كفوفي دموعي سيالةهزيت كفوفي دموعي سيالةهزيت كفوفي دموعي سيالةهزيت كفوفي دموعي سيالةوطلبت خالقي يلطف بالحالةوطلبت خالقي يلطف بالحالةهزيت كفوفي دموعي سيالةهزيت كفوفي دموعي سيالةوطلبت خالقي يلطف بالحالةوطلبت خالقي يلطف بالحالة",0,نجاة عتابو,كون معايا يا غيات
"شيوفرك آحليمة وداولو لاگريمةصابو لامال معمرة وفيها بناتشيوفرك آحليمة وداولو لاگريمةصابو لامال معمرة وفيها بنات
طريگ الناظور لبنو يگدي والطاسة دورالكوسان اللور والساقي يمد الباردةطريگ الناظور لبنو يگدي والطاسة دورالكوسان اللور والساقي يمد الباردة
شيوفرك آحليمة وداولو لاگريمةصابو لامال معمرة وفيها بناتشيوفرك آحليمة وداولو لاگريمةصابو لامال معمرة وفيها بنات
لوطو تجري فالبولة خمسة گابضينشكون الشيفور مبارك ولا وحدة فالبناتلوطو تجري فالبولة خمسة گابضينشكون الشيفور مبارك ولا وحدة فالبنات
شيوفرك آحليمة وداولو لاگريمةصابو لامال معمرة وفيها بناتشيوفرك آحليمة وداولو لاگريمةصابو لامال معمرة وفيها بنات
لگلسة حلات ناري ماري والصطافيط جاتهربو لبنات وحصلت انايا مع لخاوياتشدونا في لفيافي بالليل والضو طافيصحاب لحال خلطو ناري ناري والسكرة مشات
شيوفرك آحليمة وداولو لاگريمةصابو لامال معمرة وفيها بناتشيوفرك آحليمة وداولو لاگريمةصابو لامال معمرة وفيها بنات
شدونا في خريبگة يا بالروج والبيرةجرونا للقيادة فلبيرو عزلو لبناتشوف لحمامات يا من الصبح هوما ناشطاتولاو دجات يا في ركنة گاع مكمشات
شيوفرك آحليمة وداولو لاگريمةصابو لامال معمرة وفيها بناتشيوفرك آحليمة وداولو لاگريمةصابو لامال معمرة وفيها بنات
في لوطوروت يطحن كوكا وكاسكروط حوتونسا لاروط والطرگان بالليل عامرةفي بني ملال يا تبعونا لبوليس فالجباليا ضلام لحال ناري ناري لحبيبة مشات
شيوفرك آحليمة وداولو لاگريمةصابو لامال معمرة وفيها بناتشيوفرك آحليمة وداولو لاگريمةصابو لامال معمرة وفيها بنات",0,مامعروفش,شيفورك آحليمة
سيدي أحمد ضيف عند لمحاين نازلالبغض فاتل خيوط لمغازلدارو ما بقات وجه الدوارودوار عالمحنة عازلشكون لي گاد لسيدي أحمد لعمامةرآه ما حنا فيوم لزمان قامةوسط الريح ولمطر شحيحخبار الناس يا خويا في الناس أنبيح,0,عبد الفتاح النكادي,دخلة مسلسل وجع التراب
البوهالي يالبوهالي بودربالة كلتي ليا دير النيةدرت النية و راني محروم يا البوهاليبحور هادي حايطة بيا وعجاجها كوا عينياوكي النار الحايطة بيا و يا البوهاليلوكان تعرف قصة حبي يا البوهاليو شحال قاسيت من صغري يا البوهاليشفتها تم تكويت وما عرفش باش تبليتوالعقل و القلب مشاليدرت النيو او صارحتو واللي جرا جراليانا قاسيت او هو مارفق من حاليوحتى نا ثاني تايه هايم في الصيف ولياليامتى نرتاح امتى يتهنا بالياش ندير و ش نعمل يا البوهالييالبوهاليجيتك قاصد وصغا لي و سمعني يا البوهاليالكية عميقة وانت وحدك عارف عارف مالينشكي لك همي والهم سبابو لحبيب الغاليشقتو وكواني و رماني للثلث الخاليوش مكتوب عليا لهبال كلو يا البوهاليولا كان هبال ما ينفع لا طبيب و لا واليولا بوهالي يالبوهالي,0,عمر بلمختار,البهوالي
"سولت عليك العود والناي وانغامُوسولت عليك الورد والزهر ونسامُوسولت عليك العود والناي وانغامُوسولت عليك الورد والزهر ونسامُو
سولت عليك الياسمين سولت عيون الساهرينسولت عليك الياسمين سولت عيون الساهرينسولت عليك كل عاشق ولهان سولت عليك أصحاب الغيوانسولت عليك كل عاشق ولهان سولت عليك أصحاب الغيوانلا عود أعطاني أخبارك ولا الناي اكشف لي أسراركلا عود أعطاني أخبارك ولا الناي اكشف لي أسراركسولت عليك العود سولت عليك الناي
عيني قالت لي اعذرنـــي أنا يا سبابكأنيا لي نظرت وجريت فعذابكلو كان ما عشقتُ مايضيعشي صوابكأنيا لي نظرت وجريت فعذابك
تمنيت نشوفو كاس البلاروبغيت نشوفو فجميع الصورغنيت وبكيت غنيت وشكيت
سولت عينـــــي علاش أنا حبيتُوعلاش يا نَاس عجبوني نظراتُأنا وياك كنا وردات كنا زهر كنا نجمات كنا معًّاكمرة نجمات أنا وياكواليوم سولت عليك العود سولت عليك الناي
نسا لعوام ونسا ليــــام ونسا لغرامأنيا ما عملت لو حاجة لكنــي ما عرفشي مالوويلا أنايا عملت لو حاجة يسامح ويرجع لحالو",0,عبد السلام العمراني,سولت عليك العود والناي
"كون جات عليا ننساه ونرتاحونگول باراكا لعمر لي راحشكون يبغي قلبو يعيش فجراحكداب لي گال الحب كلو فراحشايلاه اسيد لغراماش بغيتي فيناواش حلال ولا حرامايلا حبيناما حيلتي لحبيب غيابو طولولا قلبي الي فالشوق تهولما عندي غي الله عليه نعولكان عليا قبل ما نحب نسول
شايلاه اسيد لغراماش بغيتي فيناواش حلال ولا حرامايلا حبيناعنداك تنساي يا عيونيرا الحب دمعةكاع الي مشا فطريقويشعل الشمعةلياليه طويلة",0,محمد المغربي,شيلاه اسيد الغرام
"شحال تسنيتك ماجيتيوملي غبت عاد بكيتيشحال تسنيتك ماجيتيوملي غبت عاد بكيتيحرگتي گلبي بلي فيهونتا ونا ونتا لي ضيعتيه
شحال تسنيتك ماجيتيوملي غبت عاد بكيتيشحال تسنيتك ماجيتيوملي غبت عاد بكيتيحرگتي گلبي بلي فيهونتا ونا ونتا لي ضيعتيه
سول گلبك ايگول ليكواش بغاني كيف بغيتووطلب منو يعاود ليكواش انا لي عاديتوسول گلبك ايگول ليكواش بغاني كيف بغيتووطلب منو يعاود ليكواش انا لي عاديتودرتي لخاتم فيديكوگلتي مابقيت نواتيكمابقيت نواتيك
شحال تسنيتك ماجيتيوملي غبت عاد بكيتيشحال تسنيتك ماجيتيوملي غبت عاد بكيتيحرگتي گلبي بلي فيهونتا ونا ونتا لي ضيعتيه
آآه نسيتي،نسيتي لماضي ولعشرة يا وعديآآه نسيتي،نسيتي لماضي ولعشرة يا وعديوفساعة تبدلت النضرةوفساعة تبدلت النضرةلبارح طلبني ماجيتوواخا سحرني بحديتوواخا سحرني بحديتوواخا سحرني بحديتوواخا سحرني بحديتوولكان لفراق صعيبانا ليوم انا ايوم تمنيتو
شحال تسنيتك ماجيتيوملي غبت عاد بكيتيشحال تسنيتك ماجيتيوملي غبت عاد بكيتيحرگتي گلبي بلي فيهونتا ونا ونتا لي ضيعتيه",0,مجموعة بورگون,شحال تسنيتك ماجيتي
"العار يا العارإنا حومة ساكنين انتوماالعار يا العارمركب عالي ولا فراق غزاليالعار يا العارإنا حومة ساكنين انتوماالعار يا العاروريني باب داركوم انجيكومالعار يا العارلا يما لا مي لا باباالعار يا العارايما عل طيور الغابة
قفطان زبيبي لابسو حبيبيالعار يا العارطريق المرسا مشرگة شربيليالعار يا العارانا في عار وزان العاليالعار يا العارإنا مدينة ساكنة لحبيبةالعار يا العارانا مدينة ساكنة جميلةالعار يا العارالجبال لي يدرگوك ايريبوالعار يا العارنموت انا بالحديد الماضيالعار يا العارنموت انا مايموت حبيبيالعار يا العار
الله ساعفو يكوينيالعار يا العارحس الخادم جايبة الصينيةالعار يا العارالجبال لي يدرگوك ايريبوالعار يا العارقفطان زبيبي لابسو حبيبيالعار يا العار
وريني باب داركوم انجيكومالعار يا العارانموت انا مايموت حبيبيالعار يا العارالجبال لي يدرگوك ايريبوالعار يا العارمركب عالي ولا فراق غزاليالعار يا العار",0,تراث,العار يا العار
"الوليد الوليد انا جيت انا جيتانا جيت جونيماراواخا جونيمار، قلبي لي بغاك الوليدالوليد الوليد انا جيت انا جيتانا جيت جونيمار
امشيت للروضة وعزاوني هلو يا لوليدالوليد الوليد انا جيت انا جيتانا جيت جونيماراواخا جونيمار، قلبي لي بغاك الوليدالوليد الوليد انا جيت انا جيتانا جيت جونيمار
امشيت للروضة وعزاوني هلو يا لوليدالوليد الوليد انا جيت انا جيتانا جيت جونيماراواخا جونيمار، قلبي لي بغاك الوليدالوليد الوليد انا جيت انا جيتانا جيت جونيمار
آ صيفت برية وماجاني جواب الوليدالوليد الوليد انا جيت انا جيتانا جيت جونيماراواخا جونيمار، قلبي لي بغاك الوليدالوليد الوليد انا جيت انا جيتانا جيت جونيمار",0,نجاة عتابو,جونيمار
"ايناس ايناس مايريخ أثاسيخ إزمانللزمانونا وريوفين مغسيش إون”ا ذتمونايناس ايناس مايريخ أثاسيخ إزمانورذا يتناقسن تصارث خاس الجيب إخوانايناس ايناس مايريخ أثاسيخ إزمانالدنيت اوريتريت الدنيت اوريتريتينيورساري توطيت انمون اناس اناسنيمايريح مايريخ أثاسيخ إزماناسينغا اسينغا القنض اباعدي اوبريد دوسمونايناس ايناس مايريخ أثاسيخ إزماننك ايا يتما ايستهل ما ديتمونايناس انياس ا بابامايريخ مايريخ أثاسيخ إزمان
ترجمة للمغربية
قولو قولو آش غايدير مع الزمانلي مالقا مايقدم لحبيبوقولو قولو آش غايدير مع الزمانماينقص من شهامة الرجل غير الفقرقولو قولو آش غايدير مع الزمانعلاش آ دنيا مابغيتيعلاش الزمان ماتسنىتوحشت لحبيب وطريقو بعيدةقولو قولو آش غايدير مع الزمانانا يا خوتي تنستحق الشفقةقولو قولو آ باآش اندير مع الزمان",0,تراث امازيغي,اناس اناس
الحبيب الحبيب كية جديدة باضاض صعيبالحبيب الحبيب، فرج الله قريبگولو لحبيبي لايحافيني بلي فاتگولو لحبيبي بصحة باضاض لي درتيجدب جدب، لبريگي يا عريس الخيلاهاو اهاو الخلاطة اش تيسواووايسواو الريح يالي گالو كلام العاردرناك وريدة وبالميدة جرحتي لكبيدةدرناك عنيبة صدقتي سمومةگولو لحبيبي دير شي حيلة نفرقوه الليلةسمع اسيدي سمعلهلا يورينا فيك باسانا وانت والسامعينجميعت الناس الحاضريناليوم الجمعة اليوم التنينما طحنو مادارو عويناليوم الجمعة اليوم التلاتخرجو لبنات الهايجاتاليوم الجمعة اليوم التنينصليو عل النبي كاملينانا بالله وبالشرعنطلب الله والنبيالسلطان الله ينصرويدوم علينا سلامتوالمير كلمتو مسموعةانا بالله والشرعبلارج لي فالسما تيقلب عل تهويدة,0,حجيب,سمع اسيدي سمع
"انا وانا انا يانا وا عاد عداابا يا ابا مولاي عبد الله راحنا جينا انزورو
مشينا فرحانين الالة رجعنا مجموعينيا الوالي لحنينتعالى تشوف الزيناولاد كويزة جايين زايرينلحگنا لأزمور الالة بان ليا الجمهوردزت بالحديد مخطوفالوالي راك تشوفارحنا جينا زايرينلالة لالة لالة واعاد عداابا يا ابا الوالي مولاي عبد اللهراحنا جينا انزورو
وليدي طلعنا مع العگبةاوليدي راه طلعنا مع العگبةبانت ليا القبة ديال مول الراگوبةابا يا ابا الوالي مولاي عبد اللهراحنا جينا انزورو
هبطنا لراس المجبدبان ليا الموسم جابدبانو ليا السروتالسلاحات كيف الياقوتاوليدي لي ايضويو عليااراه جاونا خيل العوناتالالة جاو خيل ولاد فرججاو خيل جعيدانجاونا لقواسمالالة حكام الطير الحرلالة ولالة ولالة ولالة ولالةطابو لگلوبآبا يا با مولاي عبد الله الواليراحنا جينا انزورو",0,تراث شعبي,مولاي عبد الله
"الزين ولاطايكلشي كاينومانكدبشايكلشي كاينعندها فورماكلشي كاينتمشي ميزانكلشي كاينتقتل العديانكلشي كاين
وملي نشوفها عمري يضربني الجنولي حسدني فيها يوجد لراسو كفنتمنيت لوكان فهمتني وبيا حساتتروح العندي وتعيش معايا ننسا ما فات
صغيرة فالعمركلشي كايندوب لحجركلشي كاينالشعر مخبلكلشي كاينلي شافو يهبلكلشي كاينهادوك العينينكلشي كاينيقتلو بالزينكلشي كاينوملي نشوفها عمري يضربني الجنولي حسدني فيها يوجد لراسو كفنيحسن عوني كيف اندير نولف
كيف ادوزكلشي كاينماروخة باللوزكلشي كايندرية ماركةكلشي كاينزين ونخوةكلشي كايندرية واعرةكلشي كاينضربتني ضربةكلشي كاينجامي نبراكلشي كاينوملي نشوفها عمري يضربني الجنولي حسدني فيها يوجد لراسو كفن
الرب العالي كيف اندير ملي مانلقاها
صغيرة فالعمركلشي كاينيا دوب الحجركلشي كاينجوك العينينكلشي كاينيا يقتلو بالزينكلشي كاينالشعر مخبلكلشي كاينلي شافو يهبلكلشي كاينوملي نشوفها عمري يضربني الجنولي حسدني فيها يوجد لراسو كفن",0,الستاتي,الزين ولاطاي
"الالا وها يلالي الدار البيضا دياليايلي ايلي سيدي حبيبي فين هوالالا وها يلالي وحرام عليك يا غزاليايلي ايلي سيدي حبيبي فين هوسيدي حبيبيهاهوسيدي غزاليهاهوسيدي حبيبيهاهوسيدي غزاليهاهووغزالي مالو نسانيايلي ايلي سيدي حبيبي فين هوالالا وها يلالي وحرام عليك يا غزاليايلي ايلي سيدي حبيبي فين هو
مسا الخير عليكوم سعد الله مساكمايلي ايلي سيدي حبيبي فين هوحاجة ماجابتني غير نظرة وجهكومايلي ايلي سيدي حبيبي فين هوسيدي حبيبيهاهوسيدي غزاليهاهوسيدي حبيبيهاهوسيدي غزاليهاهووغزالي مالو نسانيايلي ايلي سيدي حبيبي فين هو
اجيني واجيني واجيني بالهمةايلي ايلي سيدي حبيبي فين هودوك العيون الكوحل فرقوني عل يمةايلي ايلي سيدي حبيبي فين هوسيدي حبيبيهاهوسيدي غزاليهاهوسيدي حبيبيهاهوسيدي غزاليهاهووغزالي مالو نسانيايلي ايلي سيدي حبيبي فين هو
يا الوردة يا الوردة.. يا الوردة بالشوكةهايلي أيلي سيدي حبيبي فينو هواأنا جّني و جنوني في الحاجة المشروكةهايلي أيلي سيدي حبيبي فينو هوا
سيدي حبيبي .. هاهواغزال ديالي..هاهواوغزالي فين نصيبههايلي أيلي سيدي حبيبي فينو هو
إيدي بيدك ياحبيبي مالفجر حتى المغيبِيا شمس.. يا شمس ..لا لا لا تغيبيإيدي بيدك ياحبيبي مالفجر حتى المغيبِيا شمس.. يا شمس ..لا لا لا تغيبييا حبيبي.. الله اللهآنا أحبك..الله اللهوإنت في الدّنيا نصيبييا شمس.. يا شمس ..لا لا لا تغيبي
أنا مريض أنا مريض و حتّى مرض ما بيّاهايلي أيلي سيدي حبيبي فينو هواغير شويفة من حبيبي..ويجيني يِسأل علِيّاهايلي أيلي سيدي حبيبي فينو هواسيدي حبيبي .. هاهواغزال ديالي..هاهواغزالي مالو ْنَسانِي",0,تراث,سيدي حبيبي
